issue_id,title_id,title_name,shortered title,number_actual,number_printed,start_date,end_date,start_page_number,bibliographical_details,notes
154,1,The Moderate Intelligencer,,153,151,2/3/1648 00:00:00,2/10/1648 00:00:00,1149,,
155,1,The Moderate Intelligencer,,154,152,2/10/1648 00:00:00,2/17/1648 0:00:00,1161,,Letter directly from Constantinople
156,1,The Moderate Intelligencer,,155,153,2/17/1648 0:00:00,2/24/1648 0:00:00,1173,,
157,1,The Moderate Intelligencer,,156,154,2/24/1648 0:00:00,3/2/1648 00:00:00,1185,,Letter from Leiden with news from Scotland
158,1,The Moderate Intelligencer,,157,155,3/2/1648 00:00:00,3/9/1648 00:00:00,1197,,News travelling from Palermo to Ambassador of Spain
159,1,The Moderate Intelligencer,,158,156,3/9/1648 00:00:00,3/16/1648 0:00:00,1209,,Missing from Burney Collection
160,1,The Moderate Intelligencer,,159,157,3/16/1648 0:00:00,3/23/1648 0:00:00,1221,,News is travelling Naples-Ligorno-Marseille. From Spain via Marseilles
161,1,The Moderate Intelligencer,,160,158,3/23/1648 0:00:00,3/30/1648 0:00:00,1233,,
162,1,The Moderate Intelligencer,,161,159,3/30/1648 0:00:00,4/6/1648 00:00:00,1245,,
163,1,The Moderate Intelligencer,,162,160,4/6/1648 00:00:00,4/13/1648 0:00:00,1257,,News from Tripoli
164,1,The Moderate Intelligencer,,163,161,4/13/1648 0:00:00,4/20/1648 0:00:00,1269,,
165,1,The Moderate Intelligencer,,164,162,4/20/1648 0:00:00,4/27/1648 0:00:00,1281,,
166,1,The Moderate Intelligencer,,165,163,4/27/1648 0:00:00,5/4/1648 00:00:00,1293,,
167,1,The Moderate Intelligencer,,166,164,5/4/1648 00:00:00,5/11/1648 00:00:00,1305,,
168,1,The Moderate Intelligencer,,167,165,5/11/1648 00:00:00,5/18/1648 0:00:00,1317,,Taken from EEBO as higher quality copy
169,1,The Moderate Intelligencer,,168,166,5/18/1648 0:00:00,5/25/1648 0:00:00,1349,,Slightly lower tone? Trivial story about a duel?
170,1,The Moderate Intelligencer,,169,167,5/25/1648 0:00:00,6/1/1648 00:00:00,1361,,
171,1,The Moderate Intelligencer,,170,168,6/1/1648 00:00:00,6/8/1648 00:00:00,1373,,Hamburg - movement
172,1,The Moderate Intelligencer,,171,169,6/8/1648 00:00:00,6/15/1648 0:00:00,1385,,Letters Ireland-London
173,1,The Moderate Intelligencer,,172,170,6/15/1648 0:00:00,6/22/1648 0:00:00,1397,,Offers itself into your view - neutral language
174,1,The Moderate Intelligencer,,173,171,6/22/1648 0:00:00,6/29/1648 0:00:00,1409,,It's possible that you at London differences vs regions? How long news takes to get from Edinburgh compared to The Hague for example? First issue of the 'Moderate' this week. Only using Moderate Intelligencer. Taken from EEBO as some confusion of pages on Burney
175,1,The Moderate Intelligencer,,174,172,6/29/1648 0:00:00,7/6/1648 00:00:00,1421,,Proscribed with notice of change of Printer
176,1,The Moderate Intelligencer,,175,173,7/6/1648 00:00:00,7/13/1648 0:00:00,1433,,Two reports from Naples again. News from Naples via Rome as well. The Hague as entrepot for news. News Athlone via Dublin
177,1,The Moderate Intelligencer,,176,174,7/13/1648 0:00:00,7/20/1648 0:00:00,1445,,
178,1,The Moderate Intelligencer,,177,175,7/20/1648 0:00:00,7/27/1648 0:00:00,1457,,
179,1,The Moderate Intelligencer,,178,176,7/27/1648 0:00:00,8/3/1648 00:00:00,1469,,
180,1,The Moderate Intelligencer,,179,177,8/3/1648 00:00:00,8/10/1648 00:00:00,1473,,Starts with short opinion. Day of humiliation for weather? Almost no foreign news
181,1,The Moderate Intelligencer,,180,178,8/10/1648 00:00:00,8/17/1648 0:00:00,1485,,Change of news format
182,1,The Moderate Intelligencer,,181,179,8/17/1648 0:00:00,8/24/1648 0:00:00,1493,,Critical of current politician. Comparisons to Spain. Some pages at end taken from EEBO as missing in Burney. Intercepted letter from Prince printed verbatim
183,1,The Moderate Intelligencer,,182,180,8/24/1648 0:00:00,8/31/1648 0:00:00,1505,,
184,1,The Moderate Intelligencer,,183,181,8/31/1648 0:00:00,9/7/1648 00:00:00,1517,,"First paragraph ""understanding"
185,1,The Moderate Intelligencer,,184,182,9/7/1648 00:00:00,9/14/1648 0:00:00,1529,,Description of Academy - is this an advertisement
186,1,The Moderate Intelligencer,,185,183,9/14/1648 0:00:00,9/21/1648 0:00:00,1541,,
187,1,The Moderate Intelligencer,,186,184,9/21/1648 0:00:00,9/28/1648 0:00:00,1553,,
188,1,The Moderate Intelligencer,,187,185,9/28/1648 0:00:00,10/5/1648 00:00:00,1565,,Adverts for books. News from inside and outside Cremona
189,1,The Moderate Intelligencer,,188,186,10/5/1648 00:00:00,10/12/1648 00:00:00,1577,,Incorrectly numbered
190,1,The Moderate Intelligencer,,189,187,10/12/1648 00:00:00,10/19/1648 0:00:00,1589,,Should read 1589
191,1,The Moderate Intelligencer,,190,188,10/19/1648 0:00:00,10/26/1648 0:00:00,1703,,News from Dadanelles - Venice just over 1 month. Not sure what's going on with numbers… Lisbon - Elvas - 10 days. Double Naples news. Venice news good connections. Lots of two week news
192,1,The Moderate Intelligencer,,191,189,10/26/1648 0:00:00,11/2/1648 00:00:00,1715,,Taken from EEBO
193,1,The Moderate Intelligencer,,192,190,11/2/1648 00:00:00,11/9/1648 00:00:00,1727,,Taken from EEBO
194,1,The Moderate Intelligencer,,193,191,11/9/1648 00:00:00,11/16/1648 0:00:00,1739,,Taken from EEBO. Rome news - issue of author identity - hasn't come up before?
195,1,The Moderate Intelligencer,,194,192,11/16/1648 0:00:00,11/23/1648 0:00:00,1741,,Taken from EEBO. Upside down e on 2nd page :D Genoa news
196,1,The Moderate Intelligencer,,195,193,11/23/1648 0:00:00,11/30/1648 0:00:00,1753,,Taken from EEBO. News from Corsica to Rome via Fermo (maybe not?) News from Virginia in America
197,1,The Moderate Intelligencer,,196,194,11/30/1648 0:00:00,12/7/1648 00:00:00,1765,,Taken from EEBO. News from Constantinople by way of Vienna. Pride's purge - how will this affect?
198,1,The Moderate Intelligencer,,197,195,12/7/1648 00:00:00,12/14/1648 0:00:00,1777,,Taken from EEBO. News from Naples seems rabble-rousing? Early decentralisation
199,1,The Moderate Intelligencer,,197,196,12/14/1648 0:00:00,12/21/1648 0:00:00,1789,,Taken from EEBO. News from Smyrna 11 October. All EEBO from here down.
200,1,The Moderate Intelligencer,,199,197,12/21/1648 0:00:00,12/28/1648 0:00:00,1801,,The transactions in England are not unknown to this Emperor - Moscow
201,1,The Moderate Intelligencer,,200,198,,,0,,Issue 198 missing from EEBO and cannot access burney
202,1,The Moderate Intelligencer,,201,199,1/4/1649 00:00:00,1/11/1649 00:00:00,1825,,Very long description of Queen of Sweden. News from Polonia via Stockholm for a change. Genoa news
203,1,The Moderate Intelligencer,,202,200,1/11/1649 00:00:00,1/18/1649 0:00:00,1837,,Comparison to other countrie's Kings. No French post (which usually arrives Monday) Comparison to Europe on last page too.
204,1,The Moderate Intelligencer,,203,201,1/18/1649 0:00:00,1/25/1649 0:00:00,1849,,
205,1,The Moderate Intelligencer,,204,202,1/25/1649 0:00:00,2/1/1649 00:00:00,0,,"News Amsterdam-Paris Amsterdam-Madrid (takes almost a month) ""Dr Burgess' notes not ready yet"" (Cornelius Borges?)"
206,1,The Moderate Intelligencer,,205,203,2/1/1649 00:00:00,2/8/1649 00:00:00,1873,,Problems with French post starting previous week.Take a look at re-routing of network? Afraid of publishing some of king's scaffold speech - censorship?
207,1,The Moderate Intelligencer,,206,204,2/8/1649 00:00:00,2/15/1649 0:00:00,1885,,More good paris rerouting
208,1,The Moderate Intelligencer,,207,205,2/15/1649 0:00:00,2/22/1649 0:00:00,1897,,News Brussels - Paris - Rome - Naples.
209,1,The Moderate Intelligencer,,208,206,2/22/1649 0:00:00,3/1/1649 00:00:00,1909,,Hardly any foreign news
210,1,The Moderate Intelligencer,,209,207,3/1/1649 00:00:00,3/8/1649 00:00:00,1921,,News layout is so 'flexible' Space for news to Paris.
211,1,The Moderate Intelligencer,,210,208,3/8/1649 00:00:00,3/15/1649 0:00:00,1933,,News of King's execution reaches Cassell
212,1,The Moderate Intelligencer,,211,209,3/15/1649 0:00:00,3/22/1649 0:00:00,1945,,News from Dublin disrupted as Packet boat taken
213,1,The Moderate Intelligencer,,212,210,3/22/1649 0:00:00,3/29/1649 0:00:00,1957,,Rouen important entrepot in news about Frondes. News from Royal exchange on days when Parliament doesn't sit.
214,1,The Moderate Intelligencer,,213,211,3/29/1649 0:00:00,4/5/1649 00:00:00,1965,,
215,1,The Moderate Intelligencer,,214,212,4/5/1649 00:00:00,4/12/1649 00:00:00,1977,,Travel time Toulon - paris
216,1,The Moderate Intelligencer,,215,213,4/12/1649 00:00:00,4/18/1649 0:00:00,1989,,No opinion - why? Imprimatur Theo Jennings
217,1,The Moderate Intelligencer,,216,214,4/19/1649 0:00:00,4/26/1649 0:00:00,2001,,Unsual sensational story about a stork. Letters stolen
218,1,The Moderate Intelligencer,,217,215,4/26/1649 0:00:00,5/2/1649 00:00:00,2013,,Very little foreign news
